Ensembl.id,Gene.name,G19.Scr.1,G19.Scr.2,G19.Scr.3,G19.Scr.4,G19.shMETTL7B.1,G19.shMETTL7B.2,G19.shMETTL7B.3,G19.shMETTL7B.4
ENSG00000000003,TSPAN6,5.418102717,5.3806099,4.926320839,4.922283979,4.969494033,4.907264908,4.951279885,5.038905541
ENSG00000000419,DPM1,5.11071389,5.058294805,5.023399986,5.061107274,4.85522572,4.856353773,4.909073564,4.843967825
ENSG00000000457,SCYL3,3.142748919,2.92652492,3.493628976,3.274455105,3.32340087,3.525981197,3.262854589,3.427491533
ENSG00000000460,C1orf112,3.582025391,3.898739154,4.064020777,3.886875851,4.007363241,4.144120605,4.175416691,3.952342775
ENSG00000001036,FUCA2,6.80776925,6.763962433,6.775450196,6.896956548,6.866082001,6.855875558,6.862136812,6.814517647
ENSG00000001084,GCLC,3.967714688,4.216446041,3.384257123,3.425645639,3.463036715,3.355600706,3.288005259,3.260429151
ENSG00000001167,NFYA,5.092940608,4.939535299,5.160253202,5.278820695,5.41125792,5.552072356,5.487022574,5.476299069
ENSG00000001461,NIPAL3,0.866957889,1.111002412,0.718678297,1.055414516,0.327635911,0.96726424,0.702919143,0.945608709
ENSG00000001497,LAS1L,5.183047123,5.187076633,4.859694152,4.840012505,4.946921534,5.043014621,4.975660479,4.986913206
ENSG00000001629,ANKIB1,6.86346205,6.977683005,7.161667678,7.194917801,7.126297475,7.046638478,7.075460268,7.127157427
ENSG00000001630,CYP51A1,7.698907402,7.738463721,8.161208817,8.132497939,8.064091683,8.140618819,8.096738216,8.060319859
ENSG00000001631,KRIT1,5.578494244,5.646331234,5.67543642,5.568575714,5.549647739,5.701656258,5.61252092,5.663094085
ENSG00000002016,RAD52,2.513260622,2.294369332,2.574543363,2.513260622,2.678282546,2.60423749,2.834219979,2.704811283
ENSG00000002330,BAD,6.14258218,6.047263866,6.083499469,6.168903961,5.939706722,5.944908142,5.81728117,5.854529174
ENSG00000002549,LAP3,6.842361045,6.782758892,6.294301927,6.330327485,6.467996965,6.479430314,6.431277082,6.517110968
ENSG00000002586,CD99,8.054688661,8.034308541,7.972601426,8.005390645,7.466542163,7.490362285,7.516912802,7.467532612
ENSG00000002587,HS3ST1,3.431005288,3.370813588,2.996602686,3.144048256,2.809587879,2.471435456,2.663142353,2.398180138
ENSG00000002822,MAD1L1,5.904948003,5.947631903,5.639147687,5.71987996,5.792674513,5.839208212,5.828649633,5.932047646
ENSG00000002834,LASP1,7.023904149,7.047435813,6.753962973,6.753962973,6.817979866,6.860808326,6.905463907,6.795447306
ENSG00000002919,SNX11,4.769530736,4.78134499,4.667591304,4.67483514,4.654582803,4.848743304,4.730906036,4.755557514
ENSG00000003056,M6PR,7.139862627,7.142746544,7.245241658,7.242703098,7.291931473,7.240338327,7.198223263,7.221224964
ENSG00000003096,KLHL13,5.631389394,5.44464842,4.95743819,4.932750143,5.167426991,5.280484036,5.091603846,5.031287611
ENSG00000003147,ICA1,2.081591009,1.896324531,1.70640832,1.651980682,1.585620039,1.557633039,1.39673185,0.99196519
ENSG00000003249,DBNDD1,4.661463094,4.556344514,4.504903933,4.566905821,3.899705221,3.737794821,3.888912691,3.949189693
ENSG00000003393,ALS2,5.836601518,5.857198149,5.76297727,5.78740171,5.621806511,5.708124074,5.577819037,5.70307977
ENSG00000003402,CFLAR,6.198751978,6.179137252,6.19040739,6.235264533,6.254389719,6.305337027,6.252552313,6.262471005
ENSG00000003436,TFPI,6.14803523,6.1921196,5.950339235,5.95377668,5.568932293,5.599045806,5.606226153,5.635619602
ENSG00000003509,NDUFAF7,3.439704888,3.354982375,3.808461123,3.872230163,3.749785735,3.70698474,3.698993587,3.585190248
ENSG00000003756,RBM5,6.301614374,6.380821566,6.537806797,6.504671989,6.729213578,6.597139829,6.531780231,6.683503767
ENSG00000003987,MTMR7,-0.433197655,-0.034416704,-0.081780256,-0.713266088,-0.198084743,0.15852579,0.242443337,0.121331298
ENSG00000004059,ARF5,8.257042065,8.257042065,8.327804439,8.306076256,8.367552527,8.291833102,8.327804439,8.357477441
ENSG00000004139,SARM1,5.739213457,5.849915688,5.838066549,5.838066549,6.027901812,6.115074893,6.144681852,6.115900111
ENSG00000004142,POLDIP2,6.777947574,6.783330931,6.681258549,6.68928984,6.744891618,6.680708366,6.65093904,6.734781771
ENSG00000004399,PLXND1,5.843809507,5.853376891,6.426299531,6.35392214,5.9787867,6.034463332,6.096076226,6.075636706
ENSG00000004455,AK2,6.021113501,6.209560982,6.077277853,5.996633273,6.01743154,5.958974243,5.922551191,5.936878896
ENSG00000004478,FKBP4,5.613640324,5.66849901,6.068133616,6.080239777,5.728406412,5.765957424,5.785964684,5.78740171
ENSG00000004487,KDM1A,7.104600734,7.115864094,6.939982754,7.017685019,7.113635152,6.989907847,7.000357411,7.077686105
ENSG00000004534,RBM6,6.271063703,6.316132146,6.207833201,6.270182672,6.369988363,6.41616983,6.29259834,6.381298062
ENSG00000004660,CAMKK1,3.093103924,3.283093952,3.704576479,3.478417871,3.068033285,2.868160982,3.007714902,2.961869376
ENSG00000004700,RECQL,6.222670613,6.216618678,6.094409666,6.17532126,6.120073428,6.187762537,6.186520922,6.252552313
ENSG00000004766,CCDC132,4.897003142,5.061449345,4.89246433,4.945201709,4.954904495,4.822965686,4.9098127,4.854088616
ENSG00000004776,HSPB6,4.820395591,4.794469801,4.060408124,4.210895442,3.679157759,3.782888186,3.88374493,3.496476565
ENSG00000004777,ARHGAP33,5.90418931,5.816107045,5.655012182,5.707441974,6.336078574,6.322044543,6.341250351,6.253035019
ENSG00000004779,NDUFAB1,5.807250407,5.906446607,5.990762327,5.854926064,5.884360908,5.796409075,5.770729421,5.846444851
ENSG00000004838,ZMYND10,1.280741719,0.907482942,0.544199923,0.837401711,1.455025065,1.214997489,1.052195497,0.77469116
ENSG00000004848,ARX,0.544199923,0.981725124,1.593185371,1.49731383,1.767058784,1.938614201,1.535778274,1.444411639
ENSG00000004864,SLC25A13,6.629066262,6.636100356,6.637151923,6.652152653,6.867334968,6.873646924,6.816829884,6.799743599
ENSG00000004866,ST7,5.417779067,5.549647739,5.516863916,5.624922948,5.841132447,5.932852193,5.965259311,5.945664374
ENSG00000004897,CDC27,6.211350661,6.310706952,6.410427511,6.217028485,6.239146818,6.253951779,6.382717133,6.395354399
ENSG00000004961,HCCS,4.285311149,4.377200199,4.54600738,4.305246948,4.121931524,4.245771601,4.246596316,4.279785589
ENSG00000004975,DVL2,6.760349368,6.588850149,6.628540586,6.621065332,6.651556347,6.729777203,6.707987706,6.638234896
ENSG00000005007,UPF1,6.593912008,6.602911504,6.686418197,6.756879487,6.976342526,6.942050964,7.023904149,6.998353909
ENSG00000005020,SKAP2,0.802343164,1.125467229,1.202213687,0.91537245,0.718678297,0.824889164,0.408253387,0.444071749
ENSG00000005022,SLC25A5,8.390569027,8.539728741,8.927734046,8.956624856,9.043042073,9.0656073,9.135831507,9.083954917
ENSG00000005059,CCDC109B,5.479397749,5.474166181,4.70681281,4.682472548,4.325248747,4.267701467,4.428590725,4.441056512
ENSG00000005073,HOXA11,1.797138559,1.690356268,1.199521967,0.303449183,0.854353646,1.720581395,1.422270184,1.584145135
ENSG00000005075,POLR2J,7.077686105,7.067263703,6.916432192,6.944623986,6.908022095,6.889978918,6.912434388,6.852131698
ENSG00000005100,DHX33,5.544355862,5.616729934,5.544355862,5.437852421,5.561949116,5.586293305,5.67206869,5.550000405
ENSG00000005108,THSD7A,6.411902637,6.370447952,6.79416673,6.781006962,7.381657889,7.38359066,7.464541503,7.48292717
ENSG00000005156,LIG3,5.279788574,5.358072496,5.39252445,5.386221639,5.461533545,5.411635482,5.418767492,5.446342624
ENSG00000005175,RPAP3,4.749863317,4.631872377,4.933537962,5.020902045,4.681348547,4.785037909,4.717405979,4.827652964
ENSG00000005187,ACSM3,0.303449183,0.685389672,0.895895991,0.879285224,0.918865543,1.227166417,1.090967257,1.214997489
ENSG00000005189,AC004381.6,3.742150363,3.695424031,3.749318224,3.639865185,4.19993223,4.18104633,4.159286605,4.132222414
ENSG00000005194,CIAPIN1,6.198277239,6.042799235,6.304429025,6.392408452,6.220120038,6.207833201,6.317934105,6.240898392
ENSG00000005206,SPPL2B,4.949103472,5.048902144,4.876125882,4.70191281,5.076969777,5.064940696,5.060069631,5.081079541
ENSG00000005238,FAM214B,4.658489945,4.604523289,4.594469224,4.500278697,3.943118732,3.988579311,4.189444518,4.141434786
ENSG00000005243,COPZ2,2.672213266,2.82563828,2.568609478,2.541650746,2.863852583,2.916187567,2.563048276,2.53283386
ENSG00000005249,PRKAR2B,2.252303696,1.862302455,1.158232984,1.224577384,1.490755094,1.771988828,1.946159556,1.720581395
ENSG00000005302,MSL3,4.467893227,4.296490001,4.424902721,4.342718949,4.288696646,4.308877237,4.402388162,4.341086169
ENSG00000005339,CREBBP,6.100811769,6.096483505,6.050013919,6.067223579,6.37754108,6.356795837,6.324346479,6.313401078
ENSG00000005436,GCFC2,3.963645906,3.944010639,3.53188704,3.747350632,3.806607468,3.589517295,3.840958757,3.663043231
ENSG00000005448,WDR54,5.171479404,5.235031648,5.554083515,5.441903074,5.023399986,5.142687372,5.210962854,5.144390572
ENSG00000005469,CROT,2.671435427,2.541650746,2.268954907,2.087723653,1.925327365,1.911279472,1.862302455,1.66225678
ENSG00000005483,KMT2E,7.266031824,7.228609109,7.142033465,7.133456356,7.098648686,7.176441935,7.126297475,7.182844323
ENSG00000005486,RHBDD2,7.531249982,7.48602008,7.470541939,7.543792184,7.445225399,7.333443482,7.403753344,7.352178299
ENSG00000005513,SOX8,7.578944725,7.577824219,7.84632591,7.828076185,8.110494929,8.0947882,8.067877775,8.138582511
ENSG00000005700,IBTK,5.517184913,5.53362122,5.533268192,5.531108168,5.435486641,5.536001375,5.469363394,5.526843361
ENSG00000005801,ZNF195,4.410347178,4.596009444,4.236281789,4.146280688,4.351652534,4.482722856,4.330462915,4.321560091
ENSG00000005810,MYCBP2,5.623485602,5.658120335,5.688946372,5.680592231,5.852195401,5.890926913,5.900702876,5.948418925
ENSG00000005812,FBXL3,5.820728406,5.496823283,5.568218378,5.651077788,5.698020508,5.59937823,5.602627386,5.699414813
ENSG00000005882,PDK2,4.368651769,4.550313444,4.361751793,4.273924438,4.308877237,4.296079893,4.276037345,4.398317241
ENSG00000005884,ITGA3,7.982500798,8.003610963,8.188610425,8.201507757,6.036587011,5.961771867,6.106726244,5.96602477
ENSG00000005889,ZFX,4.651114581,4.584443353,4.774270671,4.504525369,4.79673209,4.920829077,4.986913206,4.963421173
ENSG00000005893,LAMP2,7.521234539,7.520123091,7.48081877,7.575561766,7.474748514,7.620915282,7.561978696,7.484929307
ENSG00000005955,GGNBP2,5.951114798,6.026683952,5.977598357,5.96602477,5.880056492,5.902249772,5.924106751,5.949178043
ENSG00000006007,GDE1,6.126519475,6.172697131,6.071471432,6.048820428,6.064218534,5.891306311,5.98914803,5.944097186
ENSG00000006015,C19orf60,5.459126969,5.430633949,5.569972344,5.616046769,5.455230661,5.380262137,5.559018953,5.268801099
ENSG00000006016,CRLF1,-0.341512959,-0.165636165,-0.498596608,-0.498596608,0.649393593,0.086565847,0.255534261,-0.136566046
ENSG00000006025,OSBPL7,3.2181821,2.835772695,3.008485128,3.069991768,3.243637027,3.408447416,3.203627455,3.145435834
ENSG00000006042,TMEM98,5.384809487,5.393179313,3.071328234,3.264676635,3.286152215,3.031995233,2.791159026,2.914025217
ENSG00000006062,MAP3K14,2.657985656,2.587695581,2.923013867,2.76634687,2.489347871,2.231146684,2.538492619,2.659445555
ENSG00000006071,ABCC8,1.920762537,1.8927637,2.481234241,2.563048276,2.773211072,2.847596747,2.905649716,2.998719145
ENSG00000006114,SYNRG,5.810262403,5.815745655,5.780015182,5.788920417,6.052443105,5.977229166,5.927518849,6.006080653
ENSG00000006118,TMEM132A,8.130477817,8.0947882,7.909584329,7.979025875,7.770077863,7.748146472,7.766042084,7.691065634
ENSG00000006125,AP2B1,8.551603782,8.542685982,8.622362308,8.622362308,8.674239669,8.591066189,8.578779742,8.584906688
ENSG00000006194,ZNF263,5.50025026,5.520540913,5.515210711,5.509271714,5.375182795,5.428485288,5.363820279,5.364139121
ENSG00000006210,CX3CL1,6.460742842,6.296981643,6.797924439,6.77162572,6.426299531,6.408516652,6.515596442,6.437705222
ENSG00000006282,SPATA20,4.517274693,4.666133952,4.074006442,4.203584478,3.643985247,3.611184071,3.490213209,3.595985654
ENSG00000006283,CACNA1G,3.340264524,3.12197694,2.717949877,2.80737989,2.495412078,2.635780013,2.426783465,2.283417168
ENSG00000006327,TNFRSF12A,6.241340605,6.185256556,6.810281616,6.788103637,4.858893694,4.816710969,4.828371122,4.694623112
ENSG00000006451,RALA,6.702906266,6.657029515,6.865422685,6.860221836,6.742039499,6.833787215,6.822288792,6.822916258
ENSG00000006453,BAIAP2L1,1.588859205,0.926499158,0.759534269,0.086565847,1.278609595,1.108354878,1.070661564,1.07640075
ENSG00000006459,KDM7A,3.270662414,3.135397317,3.138693732,2.82334537,3.467033996,3.501964739,3.58466621,3.514293439
ENSG00000006468,ETV1,9.034127972,9.020874096,8.268511983,8.291833102,8.597258536,8.718126497,8.677558821,8.606609284
ENSG00000006530,AGK,5.940504298,5.967213103,5.927143017,5.834314148,5.818777211,5.867404773,5.716248539,5.812832957
ENSG00000006534,ALDH3B1,2.236828597,2.223517903,2.401786302,2.457658958,1.507550203,1.730399908,1.741161845,1.584145135
ENSG00000006576,PHTF2,6.590459318,6.653289735,6.788681738,6.740891238,6.844786788,6.802123296,6.795447306,6.880458355
ENSG00000006607,FARP2,5.240228264,5.192332774,5.426345957,5.270868971,5.242592121,5.305318683,5.219359708,5.421457858
ENSG00000006625,GGCT,6.517592566,6.566890901,6.431740312,6.403260585,6.340327622,6.507560553,6.44070501,6.401453921
ENSG00000006634,DBF4,6.282262106,6.2921666,6.458743385,6.357258097,6.399603832,6.521258966,6.516107898,6.45729097
ENSG00000006638,TBXA2R,2.04490781,1.884777389,1.209725453,2.317496692,1.271798164,1.693016566,1.879025415,1.585620039
ENSG00000006652,IFRD1,6.611962953,6.675566562,6.924910552,6.886846393,6.783330931,6.827730935,6.877886931,6.819255613
ENSG00000006695,COX10,3.688868161,3.674450757,3.620409694,3.590106838,3.793523337,3.568142244,3.529735794,3.521538973
ENSG00000006704,GTF2IRD1,6.000657917,5.97836625,5.832071452,5.775215053,5.805436922,5.73814214,5.838819149,5.680199352
ENSG00000006712,PAF1,6.402365948,6.499210166,6.436181198,6.496700971,6.581657414,6.510061815,6.567910541,6.521739611
ENSG00000006715,VPS41,6.830692874,6.893232933,6.890591906,6.884317049,6.762156201,6.824746764,6.817979866,6.87163024
ENSG00000006744,ELAC2,6.120879247,6.133291191,6.045669351,5.997028735,6.025488692,5.946817773,5.918723997,5.979174194
ENSG00000006756,ARSD,3.519293255,3.467033996,3.182107231,3.062076265,3.283093952,3.036178836,3.278254072,3.031995233
ENSG00000006831,ADIPOR2,6.128600982,6.213951648,6.195641082,6.213951648,6.2645963,6.226186171,6.140047851,6.178730106
ENSG00000006837,CDKL3,0.086565847,0.512303213,0.724081471,0.598498534,0.571633988,1.178527985,1.147312553,1.008609395
ENSG00000007047,MARK4,5.425636188,5.405564377,5.227755394,5.247324028,5.136193164,5.193020011,5.289597509,5.23396996
ENSG00000007062,PROM1,3.902460308,4.033951638,1.684714789,1.703805731,2.425038671,2.473971984,2.308619939,2.369306728
ENSG00000007080,CCDC124,6.409472575,6.365854085,6.166346237,6.2348404,6.273823703,6.319244576,6.342612589,6.282262106
ENSG00000007168,PAFAH1B1,7.479791842,7.496846069,7.515894244,7.499031885,7.595056962,7.630923952,7.590502582,7.696260235
ENSG00000007171,NOS2,6.083499469,6.252552313,6.908632814,6.938652754,6.588850149,6.471522154,6.584249682,6.593366904
ENSG00000007174,DNAH9,4.431315643,4.471123022,5.422901662,5.358072496,5.36483494,5.385159693,5.338629858,5.368709913
ENSG00000007202,KIAA0100,7.35399731,7.390499586,7.400905736,7.328937023,7.530233228,7.464541503,7.48292717,7.552979507
ENSG00000007255,TRAPPC6A,3.46012507,3.641405159,3.223114334,3.60707577,3.50030401,3.363653888,3.60707577,3.463597902
ENSG00000007341,ST7L,3.801699142,3.85556816,3.824781505,3.902460308,3.904708246,3.966787096,3.910228922,3.896880786
ENSG00000007372,PAX6,2.737561464,2.65551926,2.322151662,2.256806504,3.051823046,3.024482025,3.031995233,2.934570723
ENSG00000007376,RPUSD1,5.373849294,5.374853901,5.449045997,5.415152484,5.434148229,5.479397749,5.427413856,5.410905391
ENSG00000007384,RHBDF1,5.756655616,5.618473822,6.088141903,6.014210381,5.685959071,5.703790223,5.583820655,5.595484657
ENSG00000007392,LUC7L,5.536330999,5.577112032,5.603317502,5.5482271,5.872785241,5.939706722,5.84570266,5.982396155
ENSG00000007402,CACNA2D2,0.086565847,0.512303213,0.417401698,0.854353646,0.565187262,0.87108535,0.667575828,0.267575009
ENSG00000007516,BAIAP3,1.984477648,2.006453495,2.591690562,2.644461891,2.128806426,2.131809221,2.350834682,2.246908514
ENSG00000007520,TSR3,6.616318431,6.630646651,6.687573544,6.74933369,6.657029515,6.643178305,6.753962973,6.778539095
ENSG00000007541,PIGQ,5.393529735,5.357375545,5.281870301,5.356037284,5.120624744,5.23396996,5.264042839,5.273346443
ENSG00000007545,CRAMP1L,5.135491444,5.142029746,4.971290112,5.003245536,5.15450997,5.105133438,5.160588518,5.189266741
ENSG00000007866,TEAD3,3.074279498,3.015243331,2.971681952,2.924366069,2.718664969,2.669132765,2.648387553,2.572100513
ENSG00000007923,DNAJC11,5.784836833,5.616402095,5.618123802,5.620356956,5.695178115,5.598353196,5.626037505,5.572095278
ENSG00000007944,MYLIP,1.390699342,1.512542462,-0.498596608,-0.944931167,-0.632099024,-0.341512959,-0.713266088,0.007884529
ENSG00000007968,E2F2,4.634599602,4.623805829,4.54687837,4.483513448,5.020204494,4.89246433,4.919782323,4.79600173
ENSG00000008018,PSMB1,7.386656299,7.333443482,7.393236741,7.297866352,7.16626865,7.130214452,7.073928723,7.181223856
ENSG00000008056,SYN1,0.536414962,-0.165636165,-0.198084743,0.327635911,0.850345103,0.558317585,0.454458556,0.802343164
ENSG00000008083,JARID2,4.79673209,4.755921962,4.103456299,4.303538472,4.486642209,4.513312331,4.46630116,4.403177499
ENSG00000008086,CDKL5,0.488079113,0.504038534,0.070151679,0.070151679,-0.433197655,0.086565847,-0.260389872,-0.034416704
ENSG00000008128,CDK11A,4.943469551,4.998244041,4.86692945,4.903646285,5.103698821,5.019115206,5.03992323,5.044371231
ENSG00000008130,NADK,6.755170373,6.757446325,6.604953853,6.568462854,6.720229272,6.58676076,6.662462042,6.693371615
ENSG00000008196,TFAP2B,3.6944263,3.695970902,1.504323986,1.10248459,1.923176412,1.950489527,1.739820403,2.039911319
ENSG00000008226,DLEC1,1.889375061,2.395615701,2.01587564,2.072648269,2.214202132,2.236828597,2.24780818,2.334630514
ENSG00000008256,CYTH3,6.383158973,6.395354399,6.217447177,6.222264298,6.311162651,6.387575814,6.179137252,6.203913648
ENSG00000008277,ADAM22,6.643755724,6.638771034,6.878486112,6.903404371,6.983180894,6.985742831,6.938652754,6.94731747
ENSG00000008282,SYPL1,7.299498396,7.270254565,7.239518837,7.195688354,6.933180156,6.933856941,7.001014157,6.970965823
ENSG00000008283,CYB561,3.781415213,3.748837287,3.667420004,3.663043231,2.629593887,2.584613787,2.305963812,2.824102237
ENSG00000008294,SPAG9,7.269423745,7.373003342,7.458583081,7.525728881,7.644218985,7.758995028,7.633497056,7.677862959
ENSG00000008300,CELSR3,4.085629334,4.172043016,4.567662226,4.397552622,4.454981406,4.465532694,4.459127933,4.524892557
ENSG00000008311,AASS,5.290633216,5.172511794,5.443287979,5.389125996,5.626377185,5.650012754,5.647746163,5.721996026
ENSG00000008324,SS18L2,4.016269165,3.806607468,3.736366436,3.837391464,3.770200994,3.754591247,3.694914832,3.646048403
ENSG00000008382,MPND,3.362988602,3.525981197,3.178725028,3.177440908,3.456786189,3.216940549,3.426265167,3.410856216
ENSG00000008405,CRY1,5.268435855,5.410211307,5.099584955,5.079375586,5.011339308,4.965886408,4.994771454,4.936010769
ENSG00000008441,NFIX,7.775796918,7.691065634,7.297866352,7.346497187,7.571077855,7.691065634,7.69765664,7.650364037
ENSG00000008513,ST3GAL1,5.045050458,5.065957587,4.958535461,5.03299937,4.857025187,4.894583662,4.923785558,4.839658906
ENSG00000008517,IL32,-0.498596608,-0.433197655,-0.260389872,-0.713266088,-0.012371168,-0.165636165,-0.433197655,-0.034416704
ENSG00000008710,PKD1,6.43572404,6.462643422,6.665218856,6.614208446,6.830692874,6.879149772,6.814517647,6.811445262
ENSG00000008735,MAPK8IP2,3.870870842,3.743154054,4.503769434,4.432117401,4.59954768,4.510508528,4.491494998,4.551872385
ENSG00000008838,MED24,6.433234629,6.478956014,6.286306481,6.361154348,6.394412395,6.471024919,6.369527113,6.357725708
ENSG00000008853,RHOBTB2,5.239874508,5.15992031,5.861807912,5.803928358,5.877737759,5.963713178,5.991963706,5.991963706
ENSG00000008869,HEATR5B,4.649998008,4.980193097,4.808591559,4.777545583,4.935673023,4.912964262,4.822222423,4.958886355
ENSG00000008952,SEC62,6.962150121,6.904073739,6.997708993,7.031225642,6.921061429,7.04463695,7.034002386,7.036018771
ENSG00000008988,RPS20,9.131026358,9.121470585,8.66433754,8.796249092,8.753013167,8.738937132,8.721570028,8.728486831
ENSG00000009307,CSDE1,8.774438913,8.837274058,8.829712194,8.781665665,8.760113099,8.742440792,8.781665665,8.785295197
ENSG00000009335,UBE3C,7.620915282,7.638224176,7.712008267,7.683533095,7.479791842,7.476745126,7.531249982,7.475759843
ENSG00000009413,REV3L,7.38949547,7.436263417,7.178738665,7.124788957,7.676491429,7.632201538,7.644218985,7.64659182
ENSG00000009694,TENM1,-0.817190711,-0.165636165,-0.341512959,-0.198084743,0.086565847,0.121331298,0.783925419,0.369358657
ENSG00000009724,MASP2,-0.341512959,-0.302526414,-0.012371168,-0.227953057,-0.012371168,0.267575009,0.121331298,0.417401698
ENSG00000009780,FAM76A,2.981588802,3.233659414,3.152542814,2.849151541,3.606092067,3.098323613,3.172940546,2.968922055
ENSG00000009830,POMT2,5.762614582,5.640251846,5.97601822,5.90030309,5.985981492,5.913160371,5.952612313,6.042799235
ENSG00000009844,VTA1,6.112100075,6.217447177,6.120879247,6.100387017,6.105401504,6.160870735,6.105805988,6.14803523
ENSG00000009954,BAZ1B,8.435410375,8.414080784,8.44623132,8.393156666,8.533837101,8.578779742,8.551603782,8.578779742
ENSG00000010017,RANBP9,6.499210166,6.474498925,6.621065332,6.629615725,6.408516652,6.443206166,6.401453921,6.445074478
ENSG00000010072,SPRTN,4.380313174,4.27812475,4.476759135,4.574308257,4.544851852,4.569187501,4.603785421,4.603416954
ENSG00000010165,METTL13,5.391853744,5.39252445,5.245301058,5.309781584,5.334593813,5.314213395,5.323832219,5.280800657
ENSG00000010219,DYRK4,2.806670441,3.352027295,3.349731962,3.295969051,3.491863101,3.261643069,3.23304504,3.220095585
ENSG00000010244,ZNF207,7.537945509,7.564157741,7.437280523,7.513653246,7.489191231,7.497919871,7.433221217,7.422471909
ENSG00000010256,UQCRC1,7.704130365,7.771477585,7.949151672,7.885836068,7.87974377,7.835775108,7.876488726,7.862632353
ENSG00000010270,STARD3NL,6.813903168,6.79919695,6.901527034,6.899617453,6.785770879,6.740891238,6.802771209,6.744891618
ENSG00000010278,CD9,7.86419803,7.887379432,8.041671385,8.030647438,8.122437305,8.090899459,8.100649603,8.098692012
ENSG00000010292,NCAPD2,7.193195172,7.152331006,7.211241494,7.142033465,7.399968263,7.472614507,7.472614507,7.454389667
ENSG00000010295,IFFO1,6.392408452,6.356795837,6.461705088,6.395817092,6.650293481,6.665765412,6.699517372,6.685769295
ENSG00000010310,GIPR,-1.095044936,-0.433197655,-0.341512959,-0.632099024,0.086565847,0.388872696,-0.227953057,0.051047463
ENSG00000010318,PHF7,1.719275319,1.943973406,1.905544352,1.814146239,2.265247848,2.316566676,2.32917323,2.323839808
ENSG00000010322,NISCH,6.388076212,6.480437646,6.272454962,6.317030857,6.461235102,6.449888491,6.508560177,6.398664793
ENSG00000010361,FUZ,4.831701929,4.763387143,4.791892242,4.882202395,4.915833999,4.66460908,4.912964262,4.805987313
ENSG00000010404,IDS,7.003655684,6.983180894,8.270821048,8.216760867,7.821129621,7.766042084,7.809524868,7.802015457
ENSG00000010539,ZNF200,3.543157429,3.621461865,3.579419435,3.431622879,3.869895767,3.737331151,3.759902046,3.827144187
ENSG00000010610,CD4,-0.165636165,0.028105485,-0.498596608,-0.713266088,0.22998078,0.667575828,0.086565847,0.315130983
ENSG00000010626,LRRC23,2.374376119,2.525665079,2.292583643,2.596354308,2.378722111,2.154191777,2.131809221,2.377852773
ENSG00000010704,HFE,3.767781638,4.272167455,3.789647156,3.99083869,3.881386288,3.856467957,3.729157441,3.78674299
ENSG00000010803,SCMH1,5.770371273,5.741797998,5.708477499,5.911980275,5.274965935,5.191988011,5.272654006,5.305652376
ENSG00000010810,FYN,8.254763032,8.205842908,8.116448502,8.165377091,8.234471922,8.161208817,8.208017314,8.184346926
ENSG00000010818,HIVEP2,2.429964003,2.352644824,1.877911209,1.466224592,1.719275319,1.999707299,1.440885465,1.734630211
ENSG00000011007,TCEB3,6.19040739,6.18182453,6.100811769,6.159130445,6.254830121,6.174886461,6.174035381,6.22440932
ENSG00000011009,LYPLA2,5.407195413,5.419752263,5.473502269,5.592047622,5.359744112,5.432450861,5.449733013,5.459472458
ENSG00000011021,CLCN6,5.702720854,5.629993605,5.953384788,5.892463788,6.173130635,6.171008539,6.113375823,6.151836016
ENSG00000011028,MRC2,8.581839163,8.572685065,8.542685982,8.578779742,8.340068932,8.362503271,8.398350382,8.342538716
ENSG00000011052,NME2,4.237127993,4.308080683,4.454196491,4.390165762,3.824781505,3.935717077,3.98327803,3.901505933
ENSG00000011105,TSPAN9,6.781603808,6.794767988,5.662717336,5.726127457,5.070940681,5.173547369,5.111394688,5.14473825
ENSG00000011114,BTBD7,4.656955867,4.682864003,4.604151426,4.704545064,4.516880295,4.491494998,4.626840118,4.469509885
ENSG00000011132,APBA3,3.235607249,3.232412256,3.253705175,3.130039684,3.524891318,3.34619901,3.261033838,3.42506817
ENSG00000011143,MKS1,3.773147782,3.664160417,3.578893036,3.573109517,3.810782238,3.724718064,3.617308389,3.400937778
ENSG00000011198,ABHD5,3.589517295,3.911131044,3.722250759,3.780895533,3.607577881,3.551232694,3.688868161,3.637331057
ENSG00000011243,AKAP8L,6.560622925,6.571200887,6.376163572,6.378459016,6.509053367,6.415675189,6.372879355,6.374813933
ENSG00000011258,MBTD1,4.573895805,4.508880668,4.461934774,4.301448823,4.66109186,4.524517039,4.403563894,4.428194047
ENSG00000011260,UTP18,5.698367381,5.683413895,5.867794593,5.96292987,5.870087491,5.906062226,5.769999892,5.875410867
ENSG00000011275,RNF216,7.290213156,7.279748312,7.259032078,7.288315005,7.35399731,7.313827245,7.319795324,7.399968263
ENSG00000011295,TTC19,6.058583805,6.012246289,5.940087175,6.112100075,5.755619405,5.727651277,5.755619405,5.694435902
ENSG00000011304,PTBP1,8.584906688,8.496267229,8.252488941,8.230015823,8.44351618,8.462662698,8.432721557,8.422031169
ENSG00000011332,DPF1,5.196512632,5.401765349,5.446009697,5.583467738,5.781152823,5.846444851,5.857967551,5.830529594
ENSG00000011376,LARS2,5.497533853,5.562274865,5.622139313,5.675022914,5.573913109,5.572791013,5.547118054,5.545047612
ENSG00000011405,PIK3C2A,6.166346237,6.191249163,6.229576927,6.215293289,6.093191734,6.15831317,6.210455649,6.206998084
